farm,method,season,year,month,day,week,location,basin,net_nights,char,trout,filter
2,net,winter,1987,4,16,16,Sydrifloi,2,6,3,0,1
12,net,winter,1987,4,16,16,Bolir,3,24,4,0,1
21,net,winter,1987,4,16,16,Bolir,3,16,3,0,1
23,net,winter,1987,4,16,16,Ytrifloi,1,2,2,0,1
27,net,winter,1987,4,16,16,Bjargarslod,2,24,3,0,1
35,net,winter,1987,4,16,16,Sydrifloi,2,10,5,0,1
8,net,winter,1987,4,16,16,NA,2,48,12,0,1
29,net,winter,1987,4,17,16,Sydrifloi,2,18,6,10,1
8,net,winter,1987,4,17,16,NA,2,12,6,0,1
30,net,winter,1987,4,17,16,NA,NA,4,0,10,1
2,net,winter,1987,4,18,16,Sydrifloi,2,6,4,0,1
23,net,winter,1987,4,18,16,Ytrifloi,1,6,5,0,1
19,net,winter,1987,4,18,16,Sydrifloi,2,2,4,0,1
29,net,winter,1987,4,18,16,Sydrifloi,2,18,2,3,1
8,net,winter,1987,4,18,16,NA,2,12,1,0,1
30,net,winter,1987,4,18,16,NA,NA,6,10,0,1
25,net,winter,1987,4,18,16,Sydrifloi,2,30,4,0,1
2,net,winter,1987,4,20,16,Sydrifloi,2,6,3,0,1
23,net,winter,1987,4,20,16,Ytrifloi,1,6,1,0,1
2,net,winter,1987,4,21,16,Sydrifloi,2,3,1,0,1
35,net,winter,1987,4,21,16,Sydrifloi,2,25,5,0,1
32,net,winter,1987,4,21,16,Vogafloi,1,5,0,16,1
2,net,winter,1987,4,22,16,Sydrifloi,2,3,0,0,1
32,net,winter,1987,4,22,16,Vogafloi,1,6,0,23,1
29,net,winter,1987,4,22,16,Sydrifloi,2,36,6,3,1
32,net,winter,1987,4,22,16,Vogafloi,1,5,0,14,1
8,net,winter,1987,4,22,16,NA,2,40,5,6,1
5,net,winter,1987,4,23,17,V/Prestmyri,1,3,0,10,1
29,net,winter,1987,4,23,17,Sydrifloi,2,9,0,3,1
35,net,winter,1987,4,23,17,Sydrifloi,2,10,7,0,1
8,net,winter,1987,4,23,17,NA,2,10,5,0,1
32,net,winter,1987,4,24,17,Vogafloi,1,5,0,15,1
8,net,winter,1987,4,24,17,NA,2,10,3,0,1
30,net,winter,1987,4,24,17,NA,1,36,12,0,1
29,hook,winter,1987,4,25,17,NA,NA,NA,8,0,1
35,hook,winter,1987,4,25,17,Sydrifloi,2,NA,1,1,1
35,net,winter,1987,4,25,17,Sydrifloi,2,10,4,0,1
32,net,winter,1987,4,25,17,Vogafloi,1,5,0,5,1
8,net,winter,1987,4,25,17,NA,2,10,5,0,1
8,net,winter,1987,4,26,17,NA,2,6,1,0,1
32,net,winter,1987,4,27,17,Vogafloi,1,6,0,21,1
35,net,winter,1987,4,27,17,Sydrifloi,2,10,9,0,1
29,hook,winter,1987,4,28,17,NA,NA,NA,1,0,1
35,net,winter,1987,4,28,17,Sydrifloi,2,5,4,0,1
32,net,winter,1987,4,28,17,Vogafloi,1,5,0,9,1
35,net,winter,1987,4,29,17,Sydrifloi,2,5,5,3,1
32,net,winter,1987,4,29,17,Vogafloi,1,5,0,11,1
35,net,winter,1987,4,30,18,Sydrifloi,2,5,2,3,1
32,net,winter,1987,4,30,18,Vogafloi,1,5,0,3,1
23,net,winter,1987,5,NA,18,NA,NA,12,13,0,1
32,net,winter,1987,5,1,18,Vogafloi,1,6,2,7,1
35,net,winter,1987,5,1,18,Sydrifloi,2,1,3,2,1
25,net,winter,1987,5,1,18,O/Eyja,2,13,8,3,1
35,net,winter,1987,5,2,18,Sydrifloi,2,1,0,4,1
32,net,winter,1987,5,2,18,Vogafloi,1,5,0,11,1
5,net,winter,1987,5,3,18,Helgavogur,1,3,0,2,1
32,net,winter,1987,5,3,18,Vogafloi,1,5,0,7,1
30,net,winter,1987,5,3,18,Ytrifloi,1,8,0,9,1
25,net,winter,1987,5,3,18,O/Eyja,2,26,2,0,1
35,net,winter,1987,5,4,18,Sydrifloi,2,2,1,10,1
32,net,winter,1987,5,4,18,Vogafloi,1,5,0,8,1
30,net,winter,1987,5,4,18,Ytrifloi,NA,8,14,0,1
35,net,winter,1987,5,5,18,Sydrifloi,2,1,1,4,1
8,net,winter,1987,5,5,18,Sydrifloi,2,18,39,0,1
25,net,winter,1987,5,5,18,O/Eyja,2,26,2,0,1
32,net,winter,1987,5,6,18,Vogafloi,1,5,0,18,1
8,net,winter,1987,5,6,18,Sydrifloi,2,18,17,0,1
32,net,winter,1987,5,7,19,Vogafloi,1,5,0,16,1
8,net,winter,1987,5,7,19,Sydrifloi,2,18,40,0,1
8,net,winter,1987,5,8,19,Sydrifloi,2,18,20,0,1
8,net,winter,1987,5,9,19,Sydrifloi,2,18,0,0,1
35,net,winter,1987,5,10,19,Sydrifloi,2,5,0,5,1
8,net,winter,1987,5,10,19,Sydrifloi,2,18,31,0,1
32,net,winter,1987,5,11,19,Vogafloi,1,5,0,7,1
32,net,winter,1987,5,11,19,Vogafloi,1,5,0,13,1
8,net,winter,1987,5,11,19,Sydrifloi,2,18,3,0,1
18,net,winter,1987,5,12,19,Sydrifloi,2,12,8,0,1
32,net,winter,1987,5,12,19,Vogafloi,1,5,0,10,1
8,net,winter,1987,5,12,19,Sydrifloi,2,18,0,0,1
18,net,winter,1987,5,13,19,Sydrifloi,2,12,4,0,1
8,net,winter,1987,5,13,19,Sydrifloi,2,18,14,0,1
25,net,winter,1987,5,13,19,O/Eyja,2,13,5,0,1
8,net,winter,1987,5,14,20,Sydrifloi,2,18,5,0,1
25,net,winter,1987,5,14,20,O/Eyja,2,13,10,0,1
32,net,winter,1987,5,15,20,Vogafloi,1,5,0,6,1
8,net,winter,1987,5,15,20,Sydrifloi,2,18,12,0,1
25,net,winter,1987,5,15,20,O/Eyja,2,13,4,0,1
32,net,winter,1987,5,16,20,Vogafloi,1,5,0,16,1
8,net,winter,1987,5,16,20,Sydrifloi,2,18,11,0,1
25,net,winter,1987,5,16,20,O/Eyja,2,13,2,0,1
2,net,winter,1987,5,17,20,Sydrifloi,2,6,2,0,1
8,net,winter,1987,5,17,20,Sydrifloi,2,18,18,2,1
25,net,winter,1987,5,17,20,O/Eyja,2,13,1,0,1
12,net,winter,1987,5,18,20,Bolir,3,10,3,1,1
32,net,winter,1987,5,18,20,Vogafloi,1,5,0,12,1
8,net,winter,1987,5,18,20,Sydrifloi,2,18,8,0,1
25,net,winter,1987,5,18,20,O/Eyja,2,13,4,0,1
32,net,winter,1987,5,19,20,Vogafloi,1,5,0,18,1
8,net,winter,1987,5,19,20,Sydrifloi,2,18,8,0,1
12,net,winter,1987,5,20,20,Bolir,3,10,8,0,1
25,net,winter,1987,5,21,21,O/Eyja,2,13,4,0,1
5,net,winter,1987,5,22,21,V Hrutsgrunn,1,3,0,2,1
25,net,winter,1987,5,22,21,O/Eyja,2,13,0,0,1
2,net,winter,1987,5,23,21,Sydrifloi,2,6,1,0,1
12,net,winter,1987,5,23,21,Bolir,3,10,1,0,1
5,net,winter,1987,5,23,21,NA,1,3,0,4,1
32,net,winter,1987,5,23,21,Vogafloi,1,5,0,8,1
25,net,winter,1987,5,23,21,O/Eyja,2,13,2,0,1
2,net,winter,1987,5,24,21,Sydrifloi,2,6,0,0,1
25,net,winter,1987,5,24,21,O/Eyja,2,13,2,0,1
5,net,winter,1987,5,25,21,NA,1,3,0,8,1
25,net,winter,1987,5,25,21,O/Eyja,2,13,3,0,1
5,net,winter,1987,5,26,21,NA,1,3,0,1,1
32,net,winter,1987,5,27,21,Vogafloi,1,5,0,5,1
8,net,winter,1987,5,27,21,Sydrifloi,2,18,10,0,1
8,net,winter,1987,5,28,22,Sydrifloi,2,18,18,3,1
8,net,winter,1987,5,29,22,Sydrifloi,2,18,4,0,1
8,net,winter,1987,5,30,22,Sydrifloi,2,18,7,2,1
19,net,winter,1988,2,NA,NA,NA,NA,NA,26,0,1
19,net,winter,1988,3,NA,NA,NA,NA,NA,6,0,1
19,net,winter,1988,4,NA,NA,NA,NA,NA,4,0,1
19,net,winter,1988,5,NA,NA,NA,NA,NA,8,0,1
19,net,summer,1988,6,NA,NA,NA,NA,NA,7,0,0
8,net,summer,1988,6,1,NA,Heimaslod,2,18,8,0,0
9,net,summer,1988,6,1,NA,NA,2,11,4,0,0
25,net,summer,1988,6,1,NA,Sydrifloi,2,26,12,3,0
27,net,summer,1988,6,1,NA,V/Bakkana,2,2,0,1,0
30,net,summer,1988,6,1,NA,Ytrifloi,1,8,0,17,0
8,net,summer,1988,6,2,NA,Heimaslod,2,18,9,0,0
9,net,summer,1988,6,2,NA,NA,2,11,12,0,0
25,net,summer,1988,6,2,NA,Sydrifloi,2,26,10,2,0
4,net,summer,1988,6,3,NA,Sydrifloi,2,6,5,0,0
8,net,summer,1988,6,3,NA,Heimaslod,2,18,12,0,0
9,net,summer,1988,6,3,NA,NA,2,11,13,0,0
18,net,summer,1988,6,3,NA,NA,NA,10,4,0,0
25,net,summer,1988,6,3,NA,Sydrifloi,2,26,11,3,0
35,net,summer,1988,6,3,NA,NA,2,1,1,2,0
8,net,summer,1988,6,4,NA,Heimaslod,2,18,7,1,0
9,net,summer,1988,6,4,NA,NA,2,11,7,0,0
25,net,summer,1988,6,4,NA,Sydrifloi,2,26,9,6,0
8,net,summer,1988,6,5,NA,Heimaslod,2,18,8,3,0
9,net,summer,1988,6,5,NA,NA,2,11,9,0,0
8,net,summer,1988,6,6,NA,Heimaslod,2,18,10,1,0
9,net,summer,1988,6,6,NA,NA,2,11,4,0,0
8,net,summer,1988,6,7,NA,Heimaslod,2,18,2,3,0
9,net,summer,1988,6,7,NA,NA,2,11,0,0,0
30,net,summer,1988,6,7,NA,Ytrifloi,1,8,0,3,0
9,net,summer,1988,6,8,NA,NA,2,11,0,1,0
25,net,summer,1988,6,8,NA,Sydrifloi,2,26,12,6,0
25,net,summer,1988,6,9,NA,Sydrifloi,2,26,10,4,0
25,net,summer,1988,6,10,NA,Sydrifloi,2,26,7,4,0
31,net,summer,1988,6,10,NA,Vogafloi,1,9,0,12,0
8,net,summer,1988,6,11,NA,Heimaslod,2,18,5,2,0
25,net,summer,1988,6,11,NA,Sydrifloi,2,26,14,7,0
35,net,summer,1988,6,11,NA,NA,2,1,0,5,0
8,net,summer,1988,6,12,NA,Heimaslod,2,18,9,1,0
25,net,summer,1988,6,12,NA,Sydrifloi,2,26,8,1,0
4,net,summer,1988,6,13,NA,Sydrifloi,2,6,5,0,0
25,net,summer,1988,6,13,NA,Sydrifloi,2,26,14,2,0
31,net,summer,1988,6,13,NA,Vogafloi,1,9,0,12,0
25,net,summer,1988,6,14,NA,Sydrifloi,2,26,5,0,0
2,net,summer,1988,6,15,NA,NA,NA,48,31,5,0
18,net,summer,1988,6,15,NA,NA,NA,10,3,0,0
31,net,summer,1988,6,15,NA,Vogafloi,1,9,0,9,0
29,net,summer,1988,6,20,NA,NA,2,14,8,12,0
31,net,summer,1988,6,20,NA,Vogafloi,1,10,0,25,0
35,net,summer,1988,6,20,NA,NA,2,4,0,7,0
8,net,summer,1988,6,21,NA,Heimaslod,2,18,8,3,0
11,net,summer,1988,6,21,NA,Bolir,3,17,11,10,0
25,net,summer,1988,6,21,NA,Sydrifloi,2,26,20,12,0
29,net,summer,1988,6,21,NA,NA,2,14,1,9,0
30,net,summer,1988,6,21,NA,Ytrifloi,1,12,3,33,0
31,net,summer,1988,6,21,NA,Vogafloi,1,10,0,20,0
35,net,summer,1988,6,21,NA,NA,2,4,0,4,0
8,net,summer,1988,6,22,NA,Heimaslod,2,18,12,4,0
11,net,summer,1988,6,22,NA,Bolir,3,18,12,14,0
25,net,summer,1988,6,22,NA,Sydrifloi,2,26,42,1,0
29,net,summer,1988,6,22,NA,NA,2,14,4,10,0
30,net,summer,1988,6,22,NA,Ytrifloi,1,12,0,20,0
31,net,summer,1988,6,22,NA,Vogafloi,1,10,0,15,0
4,net,summer,1988,6,23,NA,Sydrifloi,2,6,8,2,0
25,net,summer,1988,6,23,NA,Sydrifloi,2,26,28,3,0
30,net,summer,1988,6,23,NA,Ytrifloi,1,12,0,21,0
31,net,summer,1988,6,23,NA,Vogafloi,1,12,0,8,0
5,net,summer,1988,6,24,NA,Skurdir,1,6,1,0,0
8,net,summer,1988,6,24,NA,Heimaslod,2,18,6,3,0
31,net,summer,1988,6,24,NA,Vogafloi,1,12,0,15,0
4,net,summer,1988,6,27,NA,Sydrifloi,2,6,3,0,0
8,net,summer,1988,6,27,NA,Heimaslod,2,18,19,5,0
25,net,summer,1988,6,27,NA,Sydrifloi,2,26,25,6,0
4,net,summer,1988,6,28,NA,Sydrifloi,2,6,5,1,0
8,net,summer,1988,6,28,NA,Heimaslod,2,18,15,0,0
11,net,summer,1988,6,28,NA,Bolir,3,22,16,24,0
25,net,summer,1988,6,28,NA,Sydrifloi,2,26,38,5,0
29,net,summer,1988,6,28,NA,NA,2,14,1,11,0
30,net,summer,1988,6,28,NA,Ytrifloi,1,12,0,19,0
31,net,summer,1988,6,28,NA,Vogafloi,1,12,0,10,0
35,net,summer,1988,6,28,NA,NA,2,6,0,10,0
8,net,summer,1988,6,29,NA,Heimaslod,2,18,16,0,0
11,net,summer,1988,6,29,NA,Sydrifloi,2,22,23,27,0
25,net,summer,1988,6,29,NA,Sydrifloi,2,26,30,8,0
29,net,summer,1988,6,29,NA,NA,2,18,0,18,0
30,net,summer,1988,6,29,NA,Ytrifloi,1,12,0,14,0
31,net,summer,1988,6,29,NA,Vogafloi,1,12,0,7,0
35,net,summer,1988,6,29,NA,NA,2,6,1,6,0
2,net,summer,1988,6,30,NA,NA,NA,30,24,7,0
8,net,summer,1988,6,30,NA,Heimaslod,2,18,15,1,0
11,net,summer,1988,6,30,NA,Sydrifloi,2,24,26,2,0
25,net,summer,1988,6,30,NA,Sydrifloi,2,26,26,8,0
27,net,summer,1988,6,30,NA,V/Bakkana,2,2,4,0,0
29,net,summer,1988,6,30,NA,NA,2,18,2,10,0
30,net,summer,1988,6,30,NA,Ytrifloi,1,6,0,1,0
31,net,summer,1988,6,30,NA,Vogafloi,1,12,2,3,0
35,net,summer,1988,6,30,NA,NA,2,6,16,0,0
19,net,summer,1988,7,NA,NA,NA,NA,NA,24,0,0
2,net,summer,1988,7,1,NA,NA,NA,6,2,5,0
11,net,summer,1988,7,1,NA,NA,2,27,21,9,0
21,net,summer,1988,7,1,NA,Bolir,3,5,3,5,0
25,net,summer,1988,7,1,NA,Sydrifloi,2,26,10,6,0
27,net,summer,1988,7,1,NA,V/Bakkana,2,7,2,10,0
29,net,summer,1988,7,1,NA,NA,2,18,1,5,0
31,net,summer,1988,7,1,NA,Vogafloi,1,12,1,7,0
35,net,summer,1988,7,1,NA,NA,2,10,14,0,0
2,net,summer,1988,7,2,NA,NA,NA,6,2,3,0
18,net,summer,1988,7,2,NA,NA,NA,10,5,0,0
27,net,summer,1988,7,2,NA,V/Bakkana,2,7,2,11,0
8,net,summer,1988,7,3,NA,NA,2,18,7,0,0
4,net,summer,1988,7,4,NA,Sydrifloi,2,6,6,0,0
5,net,summer,1988,7,4,NA,Skurdir,1,6,1,0,0
9,net,summer,1988,7,4,NA,NA,2,10,1,0,0
11,net,summer,1988,7,4,NA,NA,2,27,10,11,0
25,net,summer,1988,7,4,NA,Sydrifloi,2,26,12,3,0
27,net,summer,1988,7,4,NA,V/Bakkana,2,7,0,3,0
29,net,summer,1988,7,4,NA,NA,2,5,2,1,0
29,net,summer,1988,7,4,NA,NA,2,18,10,4,0
31,net,summer,1988,7,4,NA,Vogafloi,1,12,1,7,0
35,net,summer,1988,7,4,NA,NA,2,10,10,3,0
2,net,summer,1988,7,5,NA,NA,NA,6,6,0,0
4,net,summer,1988,7,5,NA,Sydrifloi,2,6,7,0,0
5,net,summer,1988,7,5,NA,Skurdir,1,6,9,0,0
8,net,summer,1988,7,5,NA,NA,2,18,3,1,0
9,net,summer,1988,7,5,NA,NA,2,10,3,5,0
11,net,summer,1988,7,5,NA,NA,2,27,13,8,0
25,net,summer,1988,7,5,NA,Sydrifloi,2,26,23,8,0
27,net,summer,1988,7,5,NA,V/Bakkana,2,7,2,3,0
29,net,summer,1988,7,5,NA,NA,2,5,3,1,0
29,net,summer,1988,7,5,NA,NA,2,18,13,1,0
31,net,summer,1988,7,5,NA,Vogafloi,1,12,0,5,0
35,net,summer,1988,7,5,NA,NA,2,10,1,NA,0
2,net,summer,1988,7,6,NA,NA,NA,6,12,1,0
4,net,summer,1988,7,6,NA,Sydrifloi,2,6,19,0,0
8,net,summer,1988,7,6,NA,NA,2,18,21,18,0
9,net,summer,1988,7,6,NA,NA,2,12,6,7,0
11,net,summer,1988,7,6,NA,NA,2,27,14,4,0
21,net,summer,1988,7,6,NA,Bolir,3,7,2,1,0
25,net,summer,1988,7,6,NA,Sydrifloi,2,26,18,2,0
27,net,summer,1988,7,6,NA,V/Bakkana,2,7,1,15,0
29,net,summer,1988,7,6,NA,NA,2,5,2,0,0
29,net,summer,1988,7,6,NA,NA,2,18,10,2,0
31,net,summer,1988,7,6,NA,Vogafloi,1,12,0,7,0
35,net,summer,1988,7,6,NA,NA,2,10,20,4,0
2,net,summer,1988,7,7,NA,NA,NA,6,14,1,0
5,net,summer,1988,7,7,NA,Skurdir,1,6,4,1,0
8,net,summer,1988,7,7,NA,NA,2,18,20,5,0
9,net,summer,1988,7,7,NA,NA,2,12,14,6,0
11,net,summer,1988,7,7,NA,NA,2,27,30,5,0
21,net,summer,1988,7,7,NA,Bolir,3,7,3,1,0
25,net,summer,1988,7,7,NA,Sydrifloi,2,26,48,5,0
27,net,summer,1988,7,7,NA,V/Bakkana,2,7,10,2,0
29,net,summer,1988,7,7,NA,NA,2,5,1,1,0
29,net,summer,1988,7,7,NA,NA,2,18,9,2,0
31,net,summer,1988,7,7,NA,Vogafloi,1,12,1,6,0
35,net,summer,1988,7,7,NA,NA,2,10,2,0,0
4,net,summer,1988,7,8,NA,Sydrifloi,2,6,0,1,0
9,net,summer,1988,7,8,NA,NA,2,12,8,0,0
11,net,summer,1988,7,8,NA,NA,2,27,26,4,0
25,net,summer,1988,7,8,NA,Sydrifloi,2,26,17,4,0
27,net,summer,1988,7,8,NA,V/Bakkana,2,7,3,11,0
29,net,summer,1988,7,8,NA,NA,2,5,3,0,0
29,net,summer,1988,7,8,NA,NA,2,18,9,0,0
31,net,summer,1988,7,8,NA,Vogafloi,1,12,0,7,0
35,net,summer,1988,7,8,NA,NA,2,10,4,6,0
8,net,summer,1988,7,11,NA,NA,2,18,15,0,0
9,net,summer,1988,7,11,NA,NA,2,12,12,0,0
11,net,summer,1988,7,11,NA,Bolur,3,32,20,6,0
25,net,summer,1988,7,11,NA,Sydrifloi,2,26,16,4,0
27,net,summer,1988,7,11,NA,V/Bakkana,2,7,5,5,0
29,net,summer,1988,7,11,NA,NA,2,5,0,0,0
29,net,summer,1988,7,11,NA,NA,2,18,2,1,0
31,net,summer,1988,7,11,NA,Vogafloi,1,12,2,2,0
35,net,summer,1988,7,11,NA,NA,2,10,3,0,0
8,net,summer,1988,7,12,NA,NA,2,18,8,0,0
9,net,summer,1988,7,12,NA,NA,2,13,2,0,0
11,net,summer,1988,7,12,NA,NA,2,32,8,13,0
25,net,summer,1988,7,12,NA,Sydrifloi,2,26,10,3,0
27,net,summer,1988,7,12,NA,V/Bakkana,2,7,4,6,0
29,net,summer,1988,7,12,NA,NA,2,5,2,0,0
29,net,summer,1988,7,12,NA,NA,2,18,3,2,0
30,net,summer,1988,7,12,NA,Ytrifloi,1,16,14,12,0
31,net,summer,1988,7,12,NA,Framfloi,2,12,3,4,0
4,net,summer,1988,7,13,NA,Sydrifloi,2,6,1,3,0
8,net,summer,1988,7,13,NA,NA,2,18,10,0,0
9,net,summer,1988,7,13,NA,NA,2,13,3,0,0
11,net,summer,1988,7,13,NA,NA,2,32,4,3,0
25,net,summer,1988,7,13,NA,Sydrifloi,2,26,16,2,0
29,net,summer,1988,7,13,NA,NA,2,5,1,0,0
29,net,summer,1988,7,13,NA,NA,2,18,3,1,0
30,net,summer,1988,7,13,NA,Ytrifloi,1,16,3,0,0
31,net,summer,1988,7,13,NA,Framfloi,2,12,3,5,0
35,net,summer,1988,7,13,NA,NA,2,10,5,2,0
4,net,summer,1988,7,14,NA,Sydrifloi,2,6,6,0,0
8,net,summer,1988,7,14,NA,NA,2,18,15,10,0
9,net,summer,1988,7,14,NA,NA,2,13,9,1,0
11,net,summer,1988,7,14,NA,NA,2,32,26,16,0
25,net,summer,1988,7,14,NA,Sydrifloi,2,26,7,6,0
29,net,summer,1988,7,14,NA,NA,2,5,2,1,0
29,net,summer,1988,7,14,NA,NA,2,18,16,2,0
31,net,summer,1988,7,14,NA,Framfloi,2,12,2,5,0
35,net,summer,1988,7,14,NA,NA,2,10,16,8,0
4,net,summer,1988,7,15,NA,Sydrifloi,2,6,11,0,0
9,net,summer,1988,7,15,NA,NA,2,13,4,0,0
11,net,summer,1988,7,15,NA,NA,2,32,10,14,0
18,net,summer,1988,7,15,NA,NA,NA,10,3,0,0
25,net,summer,1988,7,15,NA,Sydrifloi,2,26,36,3,0
29,net,summer,1988,7,15,NA,NA,2,5,1,0,0
29,net,summer,1988,7,15,NA,NA,2,18,8,0,0
30,net,summer,1988,7,15,NA,Ytrifloi,1,8,0,5,0
31,net,summer,1988,7,15,NA,Framfloi,2,12,5,5,0
2,net,summer,1988,7,16,NA,NA,NA,6,3,3,0
4,net,summer,1988,7,17,NA,Sydrifloi,2,6,1,0,0
8,net,summer,1988,7,18,NA,NA,2,18,12,1,0
11,net,summer,1988,7,18,NA,NA,2,32,40,6,0
12,net,summer,1988,7,18,NA,SBolur,3,5,11,1,0
25,net,summer,1988,7,18,NA,Sydrifloi,2,26,14,3,0
29,net,summer,1988,7,18,NA,NA,2,5,0,0,0
29,net,summer,1988,7,18,NA,NA,2,18,7,1,0
30,net,summer,1988,7,18,NA,Sydrifloi,2,16,13,0,0
31,net,summer,1988,7,18,NA,Framfloi,2,12,2,1,0
8,net,summer,1988,7,19,NA,NA,2,18,17,0,0
11,net,summer,1988,7,19,NA,NA,2,32,28,2,0
12,net,summer,1988,7,19,NA,SBolur,3,5,6,2,0
21,net,summer,1988,7,19,NA,Bolir,3,7,2,0,0
25,net,summer,1988,7,19,NA,Sydrifloi,2,26,8,3,0
29,net,summer,1988,7,19,NA,NA,2,5,1,0,0
29,net,summer,1988,7,19,NA,NA,2,18,4,0,0
30,net,summer,1988,7,19,NA,Sydrifloi,2,16,7,0,0
31,net,summer,1988,7,19,NA,Framfloi,2,12,2,4,0
5,net,summer,1988,7,20,NA,Skurdir,1,6,0,1,0
8,net,summer,1988,7,20,NA,NA,2,18,8,0,0
11,net,summer,1988,7,20,NA,NA,2,32,22,5,0
12,net,summer,1988,7,20,NA,SBolur,3,5,3,0,0
21,net,summer,1988,7,20,NA,Bolir,3,7,3,1,0
25,net,summer,1988,7,20,NA,Sydrifloi,2,26,4,1,0
29,net,summer,1988,7,20,NA,NA,2,5,1,0,0
29,net,summer,1988,7,20,NA,NA,2,18,4,0,0
31,net,summer,1988,7,20,NA,Framfloi,2,12,10,0,0
35,net,summer,1988,7,20,NA,NA,2,10,5,3,0
8,net,summer,1988,7,21,NA,NA,2,18,10,0,0
11,net,summer,1988,7,21,NA,NA,2,32,19,2,0
12,net,summer,1988,7,21,NA,SBolur,3,5,0,0,0
25,net,summer,1988,7,21,NA,Sydrifloi,2,26,14,2,0
29,net,summer,1988,7,21,NA,NA,2,5,0,0,0
29,net,summer,1988,7,21,NA,NA,2,18,4,0,0
31,net,summer,1988,7,21,NA,Framfloi,2,12,4,0,0
8,net,summer,1988,7,22,NA,NA,2,18,7,0,0
11,net,summer,1988,7,22,NA,NA,2,32,24,7,0
25,net,summer,1988,7,22,NA,Sydrifloi,2,26,8,3,0
11,net,summer,1988,7,25,NA,Bolur/Sýrey,3,32,12,5,0
25,net,summer,1988,7,25,NA,Sydrifloi,2,26,3,1,0
31,net,summer,1988,7,25,NA,Utfloi,1,12,1,2,0
11,net,summer,1988,7,26,NA,Bolur/Sýrey,3,32,3,3,0
29,net,summer,1988,7,26,NA,NA,2,5,1,0,0
29,net,summer,1988,7,26,NA,NA,2,18,4,1,0
35,net,summer,1988,7,26,NA,NA,2,10,1,1,0
8,net,summer,1988,7,27,NA,NA,2,18,8,0,0
4,net,summer,1988,7,28,NA,Sydrifloi,2,6,3,2,0
31,net,summer,1988,7,28,NA,Utfloi,1,12,0,8,0
35,net,summer,1988,7,28,NA,NA,2,10,0,1,0
5,net,summer,1988,7,29,NA,Skurdir,1,6,4,0,0
11,net,summer,1988,7,29,NA,NA,2,32,6,3,0
18,net,summer,1988,7,29,NA,NA,NA,10,3,0,0
25,net,summer,1988,7,29,NA,Sydrifloi,2,26,7,2,0
29,net,summer,1988,7,29,NA,NA,2,5,2,0,0
29,net,summer,1988,7,29,NA,NA,2,18,14,2,0
19,net,summer,1988,8,NA,NA,NA,NA,NA,14,0,0
2,net,summer,1988,8,1,NA,NA,NA,6,0,4,0
4,net,summer,1988,8,1,NA,Sydrifloi,2,6,3,1,0
5,net,summer,1988,8,1,NA,V/Lond,1,7,3,13,0
25,net,summer,1988,8,1,NA,Sydrifloi,2,26,6,3,0
29,net,summer,1988,8,1,NA,NA,2,5,2,0,0
29,net,summer,1988,8,1,NA,NA,2,18,5,0,0
2,net,summer,1988,8,2,NA,NA,NA,6,3,NA,0
4,net,summer,1988,8,2,NA,Sydrifloi,2,6,1,0,0
8,net,summer,1988,8,2,NA,NA,2,18,6,2,0
25,net,summer,1988,8,2,NA,Sydrifloi,2,26,12,5,0
29,net,summer,1988,8,2,NA,NA,2,5,1,0,0
29,net,summer,1988,8,2,NA,NA,2,18,6,1,0
35,net,summer,1988,8,2,NA,NA,2,10,1,0,0
18,net,summer,1988,8,3,NA,NA,NA,10,5,0,0
29,net,summer,1988,8,3,NA,NA,2,5,0,0,0
29,net,summer,1988,8,3,NA,NA,2,18,4,1,0
31,net,summer,1988,8,3,NA,Utfloi,1,12,1,2,0
8,net,summer,1988,8,4,NA,NA,2,18,68,0,0
25,net,summer,1988,8,4,NA,Sydrifloi,2,26,14,5,0
29,net,summer,1988,8,4,NA,NA,2,5,3,0,0
29,net,summer,1988,8,4,NA,NA,2,18,4,0,0
31,net,summer,1988,8,4,NA,Utfloi,1,12,0,6,0
35,net,summer,1988,8,4,NA,NA,2,10,3,5,0
8,net,summer,1988,8,5,NA,NA,2,18,8,0,0
25,net,summer,1988,8,5,NA,Sydrifloi,2,26,8,4,0
29,net,summer,1988,8,5,NA,NA,2,5,0,0,0
29,net,summer,1988,8,5,NA,NA,2,18,4,1,0
25,net,summer,1988,8,8,NA,Sydrifloi,2,26,3,3,0
31,net,summer,1988,8,8,NA,Utfloi,1,12,0,8,0
25,net,summer,1988,8,9,NA,Sydrifloi,2,26,8,3,0
2,net,summer,1988,8,10,NA,NA,NA,6,0,1,0
18,net,summer,1988,8,10,NA,NA,NA,10,4,0,0
29,net,summer,1988,8,10,NA,NA,2,5,1,0,0
29,net,summer,1988,8,10,NA,NA,2,18,3,1,0
11,net,summer,1988,8,11,NA,NA,2,32,10,11,0
29,net,summer,1988,8,11,NA,NA,2,5,0,0,0
29,net,summer,1988,8,11,NA,NA,2,18,3,0,0
30,net,summer,1988,8,11,NA,Ytrifloi,1,8,0,8,0
31,net,summer,1988,8,11,NA,Utfloi,1,12,1,7,0
8,net,summer,1988,8,12,NA,NA,2,18,8,0,0
11,net,summer,1988,8,12,NA,NA,2,32,13,6,0
29,net,summer,1988,8,12,NA,NA,2,5,0,1,0
31,net,summer,1988,8,12,NA,Utfloi,1,12,2,8,0
27,net,summer,1988,8,14,NA,V/Bakkana,2,6,0,4,0
2,net,summer,1988,8,15,NA,NA,NA,4,0,3,0
